
      	X(nS)     	Ch1(mV)      
 330  	3.2145    	-1.843826   
 331  	3.2242    	-2.140701   
 332  	3.2340    	-2.375076   
 333  	3.2438    	-2.312576   
 334  	3.2535    	-2.203201   
 335  	3.2633    	-2.140701   
 336  	3.2731    	-2.093826   
 337  	3.2829    	-2.031326   
 338  	3.2926    	-2.468826   
 339  	3.3024    	-2.468826   
 340  	3.3122    	-2.281326   
 341  	3.3219    	-2.109451   
 342  	3.3317    	-2.015701   
 343  	3.3415    	-1.953201   
 344  	3.3512    	-2.203201   
 345  	3.3610    	-2.031326   
 346  	3.3708    	-2.234451   
 347  	3.3806    	-2.031326   
 348  	3.3903    	-2.171951   
 349  	3.4001    	-2.234451   
 350  	3.4099    	-2.000076   
 351  	3.4196    	-2.140701   
 352  	3.4294    	-2.109451   
 353  	3.4392    	-2.250076   
 354  	3.4489    	-2.062576   
 355  	3.4587    	-2.421951   
 356  	3.4685    	-2.437576   
 357  	3.4783    	-2.218826   
 358  	3.4880    	-2.281326   
 359  	3.4978    	-2.156326   
 360  	3.5076    	-2.046951   
 361  	3.5173    	-2.203201   
 362  	3.5271    	-2.187576   
 363  	3.5369    	-2.078201   
 364  	3.5467    	-2.328201   
 365  	3.5564    	-2.125076   
 366  	3.5662    	-2.250076   
 367  	3.5760    	-2.265701   
 368  	3.5857    	-2.171951   
 369  	3.5955    	-2.296951   
 370  	3.6053    	-2.203201   
 371  	3.6150    	-2.109451   
 372  	3.6248    	-2.000076   
 373  	3.6346    	-2.421951   
 374  	3.6444    	-2.187576   
 375  	3.6541    	-2.281326   
 376  	3.6639    	-2.250076   
 377  	3.6737    	-2.312576   
 378  	3.6834    	-2.140701   
 379  	3.6932    	-2.265701   
 380  	3.7030    	-2.078201   
 381  	3.7128    	-1.953201   
 382  	3.7225    	-2.000076   
 383  	3.7323    	-2.312576   
 384  	3.7421    	-1.937576   
 385  	3.7518    	-2.015701   
 386  	3.7616    	-2.406326   
 387  	3.7714    	-2.218826   
 388  	3.7811    	-2.078201   
 389  	3.7909    	-1.968826   
 390  	3.8007    	-2.265701   
 391  	3.8105    	-2.140701   
 392  	3.8202    	-2.093826   
 393  	3.8300    	-2.296951   
 394  	3.8398    	-2.156326   
 395  	3.8495    	-2.046951   
 396  	3.8593    	-2.125076   
 397  	3.8691    	-2.046951   
 398  	3.8788    	-2.203201   
 399  	3.8886    	-2.078201   
 400  	3.8984    	-2.125076   
 401  	3.9082    	-2.078201   
 402  	3.9179    	-1.953201   
 403  	3.9277    	-2.000076   
 404  	3.9375    	-2.015701   
 405  	3.9472    	-2.421951   
 406  	3.9570    	-2.328201   
 407  	3.9668    	-2.046951   
 408  	3.9766    	-1.953201   
 409  	3.9863    	-2.171951   
 410  	3.9961    	-2.156326   
 411  	4.0059    	-2.187576   
 412  	4.0156    	-2.203201   
 413  	4.0254    	-2.062576   
