
      	X(nS)     	Ch1(mV)      
 443  	21.5926   	-0.890703   
 444  	21.6414   	-0.187517   
 445  	21.6903   	0.421858    
 446  	21.7391   	0.703108    
 447  	21.7880   	0.468733    
 448  	21.8368   	0.046858    
 449  	21.8857   	-0.640642   
 450  	21.9345   	-1.203203   
 451  	21.9834   	-1.375078   
 452  	22.0322   	-0.781267   
 453  	22.0811   	0.203108    
 454  	22.1299   	1.749983    
 455  	22.1788   	3.078229    
 456  	22.2277   	3.593855    
 457  	22.2765   	3.312604    
 458  	22.3254   	2.484479    
 459  	22.3742   	1.249983    
 460  	22.4231   	-0.515642   
 461  	22.4719   	-2.312578   
 462  	22.5208   	-2.984453   
 463  	22.5696   	-3.015703   
 464  	22.6185   	-2.437578   
 465  	22.6673   	-0.843767   
 466  	22.7162   	1.124983    
 467  	22.7650   	2.265607    
 468  	22.8139   	3.078229    
 469  	22.8627   	3.281354    
 470  	22.9116   	2.921980    
 471  	22.9604   	1.937482    
 472  	23.0093   	0.593733    
 473  	23.0581   	-0.500017   
 474  	23.1070   	-1.015703   
 475  	23.1558   	-1.218828   
 476  	23.2047   	-1.078203   
 477  	23.2535   	-0.765642   
 478  	23.3024   	-0.171892   
 479  	23.3512   	0.749983    
 480  	23.4001   	0.859358    
 481  	23.4489   	0.937483    
 482  	23.4978   	1.046858    
 483  	23.5467   	0.609358    
 484  	23.5955   	0.468733    
 485  	23.6444   	0.546858    
 486  	23.6932   	0.562483    
 487  	23.7421   	0.984358    
 488  	23.7909   	1.093733    
 489  	23.8398   	1.234358    
 490  	23.8886   	0.984358    
 491  	23.9375   	0.562483    
 492  	23.9863   	0.078108    
 493  	24.0352   	-1.046953   
 494  	24.0840   	-0.703142   
 495  	24.1329   	-0.453142   
 496  	24.1817   	0.281233    
 497  	24.2306   	0.999983    
 498  	24.2794   	1.578108    
 499  	24.3283   	1.781233    
 500  	24.3771   	2.124983    
 501  	24.4260   	1.640608    
 502  	24.4748   	0.703108    
 503  	24.5237   	0.203108    
 504  	24.5725   	-0.296892   
 505  	24.6214   	-0.515642   
 506  	24.6702   	-0.593767   
 507  	24.7191   	-0.531267   
 508  	24.7680   	-0.046892   
 509  	24.8168   	0.374983    
 510  	24.8657   	0.609358    
 511  	24.9145   	0.828108    
 512  	24.9634   	0.781233    
 513  	25.0122   	0.874983    
 514  	25.0611   	0.781233    
 515  	25.1099   	0.562483    
 516  	25.1588   	0.609358    
 517  	25.2076   	0.624983    
 518  	25.2565   	0.687483    
 519  	25.3053   	0.593733    
 520  	25.3542   	0.531233    
 521  	25.4030   	0.265608    
 522  	25.4519   	0.359358    
 523  	25.5007   	0.093733    
 524  	25.5496   	-0.406267   
 525  	25.5984   	-0.375017   
 526  	25.6473   	-0.203142   
 527  	25.6961   	-0.031267   
 528  	25.7450   	0.390608    
 529  	25.7938   	1.062483    
 530  	25.8427   	1.296858    
 531  	25.8915   	1.421858    
 532  	25.9404   	1.593733    
 533  	25.9893   	1.390608    
 534  	26.0381   	0.765608    
 535  	26.0870   	0.156233    
 536  	26.1358   	-0.046892   
 537  	26.1847   	-0.359392   
 538  	26.2335   	-0.796892   
 539  	26.2824   	-0.531267   
 540  	26.3312   	0.093733    
 541  	26.3801   	0.484358    
 542  	26.4289   	0.734358    
 543  	26.4778   	1.093733    
 544  	26.5266   	1.234358    
 545  	26.5755   	1.109358    
 546  	26.6243   	0.671858    
 547  	26.6732   	0.703108    
 548  	26.7220   	0.343733    
 549  	26.7709   	0.296858    
 550  	26.8197   	0.265608    
 551  	26.8686   	0.265608    
 552  	26.9174   	0.437483    
 553  	26.9663   	0.140608    
 554  	27.0151   	0.171858    
 555  	27.0640   	0.515608    
 556  	27.1128   	0.421858    
 557  	27.1617   	0.671858    
 558  	27.2106   	0.468733    
 559  	27.2594   	0.703108    
 560  	27.3083   	0.703108    
 561  	27.3571   	0.734358    
 562  	27.4060   	0.968733    
 563  	27.4548   	0.828108    
 564  	27.5037   	0.734358    
 565  	27.5525   	0.546858    
 566  	27.6014   	0.421858    
 567  	27.6502   	0.249983    
 568  	27.6991   	0.218733    
 569  	27.7479   	-0.062517   
 570  	27.7968   	0.124983    
 571  	27.8456   	0.156233    
 572  	27.8945   	0.234358    
