
      	X(nS)     	Ch1(mV)      
 587  	26.3371   	128.387512  
 588  	26.3820   	128.890564  
 589  	26.4270   	127.740532  
 590  	26.4719   	128.171799  
 591  	26.5169   	128.818665  
 592  	26.5618   	129.537399  
 593  	26.6067   	130.615540  
 594  	26.6517   	130.184372  
 595  	26.6966   	130.974899  
 596  	26.7416   	130.903137  
 597  	26.7865   	131.909363  
 598  	26.8315   	132.987473  
 599  	26.8764   	133.131165  
 600  	26.9213   	132.053040  
 601  	26.9663   	133.274948  
 602  	27.0112   	132.987473  
 603  	27.0562   	133.706238  
 604  	27.1011   	132.843689  
 605  	27.1461   	132.771790  
 606  	27.1910   	132.628113  
 607  	27.2360   	134.353073  
 608  	27.2809   	133.346863  
 609  	27.3258   	133.418762  
 610  	27.3708   	134.712463  
 611  	27.4157   	135.143738  
 612  	27.4607   	134.784363  
 613  	27.5056   	135.431213  
 614  	27.5506   	135.646790  
 615  	27.5955   	135.287415  
 616  	27.6404   	134.856262  
 617  	27.6854   	135.143738  
 618  	27.7303   	135.862488  
 619  	27.7753   	135.718689  
 620  	27.8202   	135.287415  
 621  	27.8652   	135.862488  
 622  	27.9101   	135.359314  
 623  	27.9551   	135.215637  
 624  	28.0000   	135.503098  
 625  	28.0449   	135.574997  
 626  	28.0899   	135.215637  
 627  	28.1348   	134.281189  
 628  	28.1798   	134.496887  
 629  	28.2247   	133.778137  
 630  	28.2697   	134.281189  
 631  	28.3146   	134.209290  
 632  	28.3596   	133.849915  
 633  	28.4045   	133.634338  
 634  	28.4494   	133.203049  
 635  	28.4944   	133.346863  
 636  	28.5393   	132.412415  
 637  	28.5843   	133.562439  
 638  	28.6292   	133.274948  
 639  	28.6742   	133.634338  
 640  	28.7191   	134.065613  
 641  	28.7640   	134.137497  
 642  	28.8090   	135.574997  
 643  	28.8539   	136.365540  
 644  	28.8989   	135.934387  
 645  	28.9438   	136.078049  
 646  	28.9888   	136.006149  
 647  	29.0337   	135.790573  
 648  	29.0787   	136.078049  
 649  	29.1236   	135.574997  
 650  	29.1685   	135.718689  
 651  	29.2135   	135.431213  
 652  	29.2584   	136.581238  
 653  	29.3034   	136.006149  
 654  	29.3483   	135.934387  
 655  	29.3933   	136.509338  
 656  	29.4382   	136.796814  
 657  	29.4831   	136.940598  
 658  	29.5281   	135.718689  
 659  	29.5730   	134.712463  
 660  	29.6180   	135.718689  
 661  	29.6629   	135.790573  
 662  	29.7079   	135.574997  
 663  	29.7528   	136.006149  
 664  	29.7978   	136.293762  
 665  	29.8427   	135.862488  
 666  	29.8876   	136.293762  
 667  	29.9326   	135.934387  
 668  	29.9775   	136.724915  
 669  	30.0225   	135.862488  
 670  	30.0674   	135.574997  
 671  	30.1124   	136.581238  
 672  	30.1573   	137.228073  
 673  	30.2022   	135.862488  
 674  	30.2472   	136.653122  
 675  	30.2921   	136.653122  
 676  	30.3371   	136.078049  
 677  	30.3820   	136.868698  
 678  	30.4270   	136.293762  
 679  	30.4719   	135.862488  
 680  	30.5169   	136.581238  
 681  	30.5618   	136.149963  
 682  	30.6067   	136.293762  
 683  	30.6517   	136.724915  
 684  	30.6966   	135.646790  
 685  	30.7416   	134.928024  
 686  	30.7865   	135.934387  
 687  	30.8315   	135.431213  
 688  	30.8764   	135.071838  
 689  	30.9213   	135.359314  
 690  	30.9663   	135.143738  
 691  	31.0112   	135.431213  
 692  	31.0562   	135.359314  
 693  	31.1011   	136.006149  
 694  	31.1461   	135.143738  
 695  	31.1910   	134.928024  
 696  	31.2360   	135.646790  
 697  	31.2809   	136.149963  
 698  	31.3258   	135.862488  
 699  	31.3708   	135.431213  
 700  	31.4157   	135.934387  
 701  	31.4607   	136.509338  
 702  	31.5056   	136.581238  
 703  	31.5506   	136.078049  
 704  	31.5955   	136.149963  
 705  	31.6404   	136.221863  
 706  	31.6854   	136.149963  
