
      	X(nS)     	Ch1(mV)      
 268  	12.0000   	-83.791924  
 269  	12.0449   	-83.073174  
 270  	12.0899   	-83.216919  
 271  	12.1348   	-83.288811  
 272  	12.1798   	-82.929436  
 273  	12.2247   	-83.504395  
 274  	12.2697   	-83.145020  
 275  	12.3146   	-82.713799  
 276  	12.3596   	-83.791924  
 277  	12.4045   	-82.713799  
 278  	12.4494   	-83.863770  
 279  	12.4944   	-83.648186  
 280  	12.5393   	-83.073174  
 281  	12.5843   	-83.360649  
 282  	12.6292   	-82.641899  
 283  	12.6742   	-83.145020  
 284  	12.7191   	-83.360649  
 285  	12.7640   	-82.857544  
 286  	12.8090   	-83.145020  
 287  	12.8539   	-82.857544  
 288  	12.8989   	-83.791924  
 289  	12.9438   	-84.007561  
 290  	12.9888   	-83.432549  
 291  	13.0337   	-83.288811  
 292  	13.0787   	-82.785645  
 293  	13.1236   	-82.426270  
 294  	13.1685   	-82.138786  
 295  	13.2135   	-82.785645  
 296  	13.2584   	-82.929436  
 297  	13.3034   	-82.498161  
 298  	13.3483   	-82.857544  
 299  	13.3933   	-82.857544  
 300  	13.4382   	-81.779411  
 301  	13.4831   	-82.354424  
 302  	13.5281   	-83.073174  
 303  	13.5730   	-82.282524  
 304  	13.6180   	-82.498161  
 305  	13.6629   	-83.360649  
 306  	13.7079   	-83.288811  
 307  	13.7528   	-83.145020  
 308  	13.7978   	-83.360649  
 309  	13.8427   	-83.576294  
 310  	13.8876   	-82.713799  
 311  	13.9326   	-82.641899  
 312  	13.9775   	-82.785645  
 313  	14.0225   	-82.929436  
 314  	14.0674   	-82.138786  
 315  	14.1124   	-83.073174  
 316  	14.1573   	-82.857544  
 317  	14.2022   	-82.354424  
 318  	14.2472   	-82.713799  
 319  	14.2921   	-81.995049  
 320  	14.3371   	-81.635674  
 321  	14.3820   	-82.138786  
 322  	14.4270   	-82.282524  
 323  	14.4719   	-81.779411  
 324  	14.5169   	-83.288811  
 325  	14.5618   	-83.288811  
 326  	14.6067   	-82.066895  
 327  	14.6517   	-81.923149  
 328  	14.6966   	-81.276299  
 329  	14.7416   	-81.851311  
 330  	14.7865   	-82.641899  
 331  	14.8315   	-82.641899  
 332  	14.8764   	-81.635674  
 333  	14.9213   	-81.923149  
 334  	14.9663   	-82.426270  
 335  	15.0112   	-82.354424  
 336  	15.0562   	-83.504395  
 337  	15.1011   	-83.432549  
 338  	15.1461   	-83.145020  
 339  	15.1910   	-83.791924  
 340  	15.2360   	-83.288811  
 341  	15.2809   	-83.720024  
 342  	15.3258   	-84.510674  
 343  	15.3708   	-84.798149  
 344  	15.4157   	-84.438774  
 345  	15.4607   	-84.510674  
 346  	15.5056   	-83.935669  
 347  	15.5506   	-84.007561  
 348  	15.5955   	-82.929436  
 349  	15.6404   	-82.570061  
 350  	15.6854   	-83.288811  
 351  	15.7303   	-82.713799  
 352  	15.7753   	-82.929436  
 353  	15.8202   	-82.857544  
 354  	15.8652   	-83.145020  
 355  	15.9101   	-83.432549  
 356  	15.9551   	-82.713799  
 357  	16.0000   	-83.648186  
 358  	16.0449   	-84.007561  
 359  	16.0899   	-84.295044  
 360  	16.1348   	-84.798149  
 361  	16.1798   	-84.582520  
 362  	16.2247   	-82.857544  
 363  	16.2697   	-83.001274  
 364  	16.3146   	-83.001274  
 365  	16.3596   	-83.432549  
 366  	16.4045   	-83.576294  
 367  	16.4494   	-83.720024  
 368  	16.4944   	-83.648186  
 369  	16.5393   	-83.791924  
 370  	16.5843   	-83.720024  
 371  	16.6292   	-83.504395  
 372  	16.6742   	-83.863770  
 373  	16.7191   	-82.929436  
 374  	16.7640   	-84.438774  
 375  	16.8090   	-83.145020  
 376  	16.8539   	-83.073174  
 377  	16.8989   	-82.713799  
 378  	16.9438   	-82.138786  
 379  	16.9888   	-82.570061  
 380  	17.0337   	-83.360649  
 381  	17.0787   	-83.360649  
 382  	17.1236   	-84.007561  
 383  	17.1685   	-82.857544  
 384  	17.2135   	-83.073174  
 385  	17.2584   	-83.001274  
 386  	17.3034   	-82.929436  
 387  	17.3483   	-82.641899  
 388  	17.3933   	-82.426270  
 389  	17.4382   	-83.360649  
 390  	17.4831   	-82.713799  
 391  	17.5281   	-83.648186  
 392  	17.5730   	-83.935669  
 393  	17.6180   	-84.223145  
 394  	17.6629   	-83.935669  
 395  	17.7079   	-84.079399  
 396  	17.7528   	-83.432549  
 397  	17.7978   	-83.288811  
 398  	17.8427   	-83.216919  
 399  	17.8876   	-83.863770  
 400  	17.9326   	-83.073174  
 401  	17.9775   	-82.785645  
 402  	18.0225   	-82.282524  
 403  	18.0674   	-82.426270  
 404  	18.1124   	-82.282524  
 405  	18.1573   	-82.426270  
 406  	18.2022   	-83.073174  
 407  	18.2472   	-82.713799  
 408  	18.2921   	-82.282524  
 409  	18.3371   	-82.857544  
 410  	18.3820   	-83.001274  
 411  	18.4270   	-83.720024  
 412  	18.4719   	-84.007561  
 413  	18.5169   	-84.366936  
 414  	18.5618   	-84.295044  
 415  	18.6067   	-83.648186  
 416  	18.6517   	-83.648186  
 417  	18.6966   	-82.785645  
 418  	18.7416   	-82.713799  
 419  	18.7865   	-82.570061  
 420  	18.8315   	-82.713799  
 421  	18.8764   	-82.713799  
 422  	18.9213   	-82.210686  
 423  	18.9663   	-81.779411  
 424  	19.0112   	-83.216919  
 425  	19.0562   	-82.138786  
 426  	19.1011   	-82.785645  
 427  	19.1461   	-81.635674  
 428  	19.1910   	-81.491936  
 429  	19.2360   	-81.491936  
 430  	19.2809   	-81.923149  
 431  	19.3258   	-81.851311  
 432  	19.3708   	-82.138786  
